Alabama,10,Robby Green,5.8,Unranked,72,175,4.5,River Ridge,LA,Unevaluated,2008,DB,John Curtis,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ROBBYGREEN3_12150.JPG"">",17
Alabama,3,Tyler Love,6.1,30,79,285,5.1,Mountain Brook,AL,Unevaluated,2008,OL,Mountain Brook,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TYLERLOVE4_20150.JPG"">",8
Alabama,5,Kevin Norwood,5.9,Unranked,75,180,4.55,D,MS,Unevaluated,2009,WR,D'Iberville,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KEVINNORWOOD12_11150.JPG"">",22
Alabama,11,Jalston Fowler,5.8,Unranked,72,240,4.8,Prichard,AL,Unevaluated,2010,RB,Vigor,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JALSTONFOWLER12_10150.JPG"">",3
Alabama,89,Chad Lindsay,5.7,Unranked,75,307,5.4,The Woodlands,TX,Unevaluated,2010,OL,The Woodlands,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CHADLINDSAYUA150.JPG"">",30
Alabama,3,Marvin Shinn,5.9,78,75,177,4.49,Prichard,AL,Unevaluated,2011,WR,Vigor,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MARVIN-SHINN-HAD-A-STELLAR-PERFORMANCE-TODAY_150.JPG"">",10
Alabama,56,Eddie Jackson,5.7,Unranked,72,175,0,Lauderdale Lakes,FL,Unevaluated,2013,WR,Boyd Anderson,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/EDDIE-JACKSON_150_2_8.JPG"">",48
Alabama,2,O.J. Howard,6.1,16,78,235,4.49,Autauga,AL,Unevaluated,2013,TE,Autauga Academy,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/HOWARD-COPYUA__1_6_150.JPG"">",1
Arizona,Unranked,John Parada,0,Unranked,79,305,5.4,Alta Loma,CA,Unevaluated,2002,OL,Alta Loma,,28
Arizona,Unranked,Ryan Patterson,0,Unranked,73,200,4.47,Tuscon,AZ,Unevaluated,2003,DB,Pima C.C.,,Unranked
Arizona,88,Bobby McCoy,5.4,Unranked,73,170,4.5,Klein,TX,Unevaluated,2004,WR,Forest,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BOBBYMCCOY1150.JPG"">",Unranked
Arizona,Unranked,Dominic Patrick,5.4,Unranked,73,198,4.55,Klein,TX,Unevaluated,2004,DB,Forest,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DOMINICPATRICK1150.JPG"">",Unranked
Arizona,13,McCollins Umeh,5.8,Unranked,75,240,4.65,Klein,TX,Unevaluated,2004,DE,Forest,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MCCOLLINS-UMEH2150.JPG"">",15
Arizona,Unranked,Sheldon Watts,5.2,Unranked,75,270,5,Fort Bend,TX,Unevaluated,2004,OL,Hightower,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/SHELDONWATTS150.JPG"">",Unranked
Arizona,47,Colin Baxter,5.7,Unranked,74,293,5.1,Rolling Hills,CA,Unevaluated,2006,OL,Peninsula,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/COLINBAXTERNIKE150.JPG"">",25
Arizona,Unranked,David Douglas,5.3,Unranked,73,182,4.56,McKinney,TX,Unevaluated,2008,WR,McKinney North,"<img src=""http://l.yimg.com/a/p/sp/r/6a/6acc5198bc52c15b66715e3981240d2f/daviddouglas.jpg"">",Unranked
Arizona,11,Jake Fischer,5.6,Unranked,71,223,4.6,Oro Valley,AZ,Unevaluated,2009,LB,Ironwood Ridge,"<img src=""http://l.yimg.com/a/p/sp/r/a4/a42dc45f29d0e5081e2a37ff3a57d3f1/jakefischer.jpg"">",63
Arizona,29,Jonathan McKnight,5.6,Unranked,72,170,4.55,River Ridge,LA,Unevaluated,2010,ATH,John Curtis,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOHNMCKNIGHT150_10-22.JPG"">",77
Arizona,12,Josh Robbins,5.6,Unranked,75,185,0,Oro Valley,AZ,Unevaluated,2010,DB,Canyon Del Oro,,77
Arizona,Unranked,Aiulua Fanene,5.4,Unranked,76,280,0,Nu,uuli,Unevaluated,2010,DT,Tafuna,,Unranked
Arizona,7,Ka'Deem Carey,5.8,Unranked,70,180,0,Oro Valley,AZ,Unevaluated,2011,RB,Canyon Del Oro,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KADEEMCARY_150_9_10.JPG"">",13
Arizona,Unranked,Michael Cooper,5.6,Unranked,77,230,4.74,The Woodlands,TX,Unevaluated,2011,TE,The Woodlands,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MICHAELCOOPER6_29150.JPG"">",Unranked
Arizona,Unranked,Lene Maiava,5.2,Unranked,77,257,0,American Samoa,NA,Unevaluated,2011,OL,Tafuna,,Unranked
Arizona St.,Unranked,Mike Talbot,0,Unranked,74,230,4.6,Auga Fria,AZ,Unevaluated,2002,LB,Union,,28
Arizona St.,Unranked,Jamar Williams,0,Unranked,74,210,4.48,Langham Creek,TX,Unevaluated,2002,LB,,,49
Arizona St.,Unranked,Brett Hudson,0,Unranked,75,205,4.5,Grossmont,CA,Unevaluated,2002,DB,Grossmont College,,Unranked
Arizona St.,Unranked,J.W. Lucas,0,Unranked,75,190,0,Cactus,AZ,Unevaluated,2002,QB,,,33
Arizona St.,Unranked,Chaz White,0,Unranked,76,300,5.1,Saint John,AZ,Unevaluated,2002,OL,,,85
Arizona St.,73,Rudy Burgess,0,Unranked,71,173,4.5,Edwards AFB,CA,Unevaluated,2003,DB,Desert,"<img src=""http://l.yimg.com/a/p/sp/r/0d/0d6df6ed5540b157bac431af84d764da/rudyburgess.jpg"">",50
Arizona St.,84,Robert Gustavis,0,Unranked,76,280,5.2,North Torrance,CA,Unevaluated,2003,OL,North Torrance,"<img src=""http://l.yimg.com/a/p/sp/r/d9/d94556c3fffac938a37738fe4b6b2ca7/robertgustavis.jpg"">",44
Arizona St.,Unranked,Dale Robinson,0,Unranked,73,240,0,Queens,NY,Unevaluated,2004,LB,Glendale CC,,Unranked
Arizona St.,Unranked,Price Wilks,5.3,Unranked,73,190,4.4,Hacienda Hts,CA,Unevaluated,2004,RB,Woodrow Wilson,,Unranked
Arizona St.,Unranked,Rudy Carpenter,5.6,Unranked,75,190,4.7,Westlake,CA,Unevaluated,2004,QB,Westlake,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/RUDY-CARPENTER150.JPG"">",20
Arizona St.,31,Jonathan English,5.5,Unranked,72,334,5.26,River Ridge,LA,Unevaluated,2007,DT,John Curtis,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/JONATHANENGLISHNIKE150.JPG"">",65
Arizona St.,Unranked,Randy Knust,5.5,Unranked,74,200,0,The Woodlands,TX,Unevaluated,2010,WR,The Woodlands,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/RANDYKNUST4_29150.JPG"">",Unranked
Arizona St.,Unranked,Terrell Davis,5.4,Unranked,72,215,4.5,Victoria,Columbia,Unevaluated,2012,RB,New Westminster,,Unranked
Arizona St.,10,Matt Haack,5.4,Unranked,73,180,0,W. Des Moines,IA,Unevaluated,2013,K,Dowling,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MATTHAUCK_9_27_150.JPG"">",Unranked
Arkansas,Unranked,Tyler Morgan,0,Unranked,77,265,5.3,Hot Springs,AR,Unevaluated,2002,OL,,"<img src=""http://l.yimg.com/a/p/sp/r/5f/5f17bbedd1bbe6e6c7ba9f70ffe086e2/tylermorgan.jpg"">",12
Arkansas,Unranked,Rodney Giles,0,Unranked,76,230,4.4,Hot Springs,AR,Unevaluated,2003,LB,,,36
Arkansas,Unranked,Nate Garner,0,Unranked,79,310,5.5,Pulaski,AR,Unevaluated,2003,OL,Robinson,,Unranked
Arkansas,Unranked,De'Andre Bryant,5.4,Unranked,78,200,4.55,Dunwoody,GA,Unevaluated,2005,DB,,,Unranked
Arkansas,6,Jose Valdez,5.5,Unranked,78,308,5.2,Saint Francis,WI,Unevaluated,2005,OL,,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOSEVALDEZ150.JPG"">",57
Arkansas,Unranked,Donnell Sanders,5.5,Unranked,75,206,4.66,College Park,GA,Unevaluated,2006,DE,North Clayton,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DONNELLSANDERS1_24150.JPG"">",31
Arkansas,Unranked,Alfred Davis,5.1,Unranked,74,295,0,College Park,GA,Unevaluated,2008,DT,Banneker,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ALFREDDAVIS2_1150.JPG"">",Unranked
Arkansas,Unranked,Travis Swanson,5.6,Unranked,77,271,0,Kingwood,TX,Unevaluated,2009,OL,Kingwood,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TRAVISSWANSON12_11150.JPG"">",73
Arkansas,34,Maudrecus Humphrey,5.6,Unranked,74,185,4.5,Hoover,AL,Unevaluated,2010,WR,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MAUDRECUSHUMPHREY1_27150.JPG"">",85
Arkansas,18,Jeremiah Jackson,5.7,Unranked,74,265,0,Hoover,AL,Unevaluated,2010,DT,Spain Park,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JEREMIAHJACKSON1_27150.JPG"">",45
Arkansas,12,Luke Charpentier,5.7,Unranked,76,305,5.1,River Ridge,LA,Unevaluated,2010,OL,John Curtis,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/LUKECHARPENTIER150_9-11.JPG"">",50
Arkansas,15,Keante Minor,5.7,Unranked,72,194,4.43,East St,IL,Unevaluated,2011,WR,East St. Louis,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KEANTEMINOR2_26150.JPG"">",64
Arkansas,Unranked,Brett Weir,5.5,Unranked,76,217,4.4,London,Ontario,Unevaluated,2011,DB,St. Thomas Aquinas,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BRETT-WEIR-1_150_1_30.JPG"">",Unranked
Arkansas,13,Darius Philon,5.7,Unranked,73,282,0,Prichard,AL,Unevaluated,2012,DE,Vigor,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DARIUSPHILONRAW_150_7_18.JPG"">",20
Arkansas,21,JaMichael Winston,5.6,Unranked,77,226,0,Prichard,AL,Unevaluated,2012,DE,Vigor,"<img src=""http://l.yimg.com/a/p/sp/r/85/857c395a071c709ece5deef496e1bb11/58893.jpg"">",Unranked
Arkansas,18,Alex Collins,5.9,Unranked,71,207,0,Plantation,FL,Unevaluated,2013,RB,South Plantation,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/COLL_PROF.GIF"">",13
Arkansas,Unranked,Ke'tyrus Marks,5.3,Unranked,74,285,0,Riviera Beach,FL,Unevaluated,2013,DT,Suncoast,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KETYRUS-MARKS_150_4_16.JPG"">",Unranked
Arkansas St.,Unranked,Mike Cox,0,Unranked,70,170,4.4,Redland,CA,Unevaluated,2002,WR,Shasta College,,Unranked
Arkansas St.,Unranked,Joe Williams,0,Unranked,69,175,0,MS,MS,Unevaluated,2002,DB,Southwest Mississippi JC,,Unranked
Arkansas St.,Unranked,Chris Easley,0,Unranked,72,190,4.7,The Woodlands,TX,Unevaluated,2002,RB,,,Unranked
Arkansas St.,Unranked,Chris Miller,0,Unranked,74,180,0,Hot Springs,AR,Unevaluated,2003,WR,Hot Springs Senior,,Unranked
Arkansas St.,Unranked,Elias Ellis,0,Unranked,71,215,4.4,El Camino,CA,Unevaluated,2004,LB,El Camino College,,Unranked
Arkansas St.,Unranked,Chris Miller,0,Unranked,74,180,0,Hot Springs,AR,Unevaluated,2004,WR,Hot Springs Senior,,Unranked
Arkansas St.,Unranked,Levi Thompson,4.9,Unranked,76,245,0,Peculiar,MT,Unevaluated,2006,DT,Raymore Peculiar,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/LEVITHOMPSONNIKE1150.JPG"">",Unranked
Arkansas St.,Unranked,Bamidele Ayoola,4.9,Unranked,74,244,0,Plantation,FL,Unevaluated,2007,ATH,South Plantation,,Unranked
Arkansas St.,Unranked,Delano Moore,4.9,Unranked,77,306,0,Sunrise,FL,Unevaluated,2007,OL,Piper,,Unranked
Arkansas St.,Unranked,Leroy Trahan,4.9,Unranked,70,175,0,San Bernadino Valley,CA,Unevaluated,2008,DB,San Bernardino Valley C.C.,,Unranked
Arkansas St.,Unranked,Brandon Parker,4.9,Unranked,73,180,0,Coral Springs,FL,Unevaluated,2008,K,St. Thomas Aquinas,,Unranked
Arkansas St.,Unranked,Lucious Henderson,5.4,Unranked,71,180,0,Coriscana,TX,Unevaluated,2009,WR,Navarro J.C.,,Unranked
Arkansas St.,9,Phillip Butterfield,5.6,Unranked,73,199,4.72,Hot Springs,AR,Unevaluated,2009,QB,Lake Hamilton,"<img src=""http://l.yimg.com/a/p/sp/r/10/106d3844b6ad81f2e1bb826105fd4602/phillipbutterfield.jpg"">",21
Arkansas St.,Unranked,Justin Carney,5.1,Unranked,77,281,5.17,DeWitt,AR,Unevaluated,2009,OL,,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JUSTINCARNEY6_12150.JPG"">",Unranked
Arkansas St.,14,Grant Gill,5.6,Unranked,73,201,4.5,McGehee,AR,Unevaluated,2010,DB,Mcgehee,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/GRANTGILL6_17150.JPG"">",Unranked
Arkansas St.,Unranked,Sterling Young,5.2,Unranked,74,182,0,Hoover,AL,Unevaluated,2010,DB,Hoover,,Unranked
Arkansas St.,23,Chris Humes,5.6,Unranked,73,200,4.38,Hoover,AL,Unevaluated,2012,DB,Spain Park,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CHRIS-HUMES-150.GIF"">",Unranked
Arkansas St.,6,Jemar Clark,5.6,Unranked,78,280,5.2,McCrory,AR,Unevaluated,2012,OL,Mccrory,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JEMARCLARK_150_8_2.JPG"">",Unranked
Arkansas St.,Unranked,Logan Cart,5.4,Unranked,76,300,5.1,Owesneboro,KY,Unevaluated,2013,DT,Owensboro Catholic,,Unranked
Army,Unranked,Blake Carter,0,Unranked,72,210,0,The Woodlands,TX,Unevaluated,2003,LB,The Woodlands,,Unranked
Army,Unranked,John Wright,0,Unranked,74,260,4.78,Hoover,AL,Unevaluated,2003,DT,,"<img src=""http://l.yimg.com/a/p/sp/r/86/861bb622edd356d8b8340e7aeb5c5318/johnwright.jpg"">",Unranked
Army,Unranked,Scott Harris,0,Unranked,76,275,5.2,Westover,NC,Unevaluated,2003,OL,Westover Senior,,Unranked
Army,Unranked,Arlance Jenkins,0,Unranked,70,200,4.67,Chamblee,GA,Unevaluated,2004,LB,,,Unranked
Army,Unranked,Jude Cooke,0,Unranked,79,290,0,Phildelphia,PA,Unevaluated,2006,OL,Father Judge,,Unranked
Army,Unranked,Steve Anderson,0,Unranked,70,209,0,Ijamsville,NJ,Unevaluated,2007,LB,USMA Prep,,Unranked
Army,Unranked,Pat Mealy,5.1,Unranked,70,190,0,Hyattsville,NJ,Unevaluated,2007,RB,USMA Prep,,Unranked
Army,Unranked,Chip Bowden,5,Unranked,72,207,0,Plant City,NJ,Unevaluated,2007,QB,USMA Prep,,Unranked
