Air Force,Unranked,Kyle Black,5,Unranked,71,180,4.6,Highlands Ranch,CO,Unevaluated,2006,QB,Thunderridge,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/KYLEBLACKNIKE150.JPG"">",Unranked
Air Force,Unranked,Nick Lind,5,Unranked,69,197,4.6,Highlands Ranch,CO,Unevaluated,2006,RB,Thunderridge,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/NICKLINDNIKE1150.JPG"">",Unranked
Air Force,Unranked,Eric Moats,5,Unranked,72,170,4.5,Highlands Ranch,CO,Unevaluated,2006,WR,Thunderridge,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ERICMOATS11_30150.JPG"">",Unranked
Air Force,Unranked,Brian Corcoran,5.2,Unranked,72,195,0,Klein,TX,Unevaluated,2009,LB,Oak,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BRIANCORCORAN7_26150.JPG"">",Unranked
Air Force,Unranked,Desi Rodriguez,5.2,Unranked,72,185,0,Saugus,CA,Unevaluated,2009,QB,Saugus,,Unranked
Air Force,Unranked,Garrett Hedrick,5.1,Unranked,74,266,4.94,Winston,NC,Unevaluated,2009,OL,R.J. Reynolds,"<img src=""http://l.yimg.com/a/p/sp/r/e5/e5dcbd6185ff6f476ac557931d186939/garretthedrick.jpg"">",Unranked
Air Force,10,Jake Morin,5.3,Unranked,77,287,0,Overland Park,KS,Unevaluated,2009,OL,St. Thomas Aquinas,"<img src=""http://l.yimg.com/a/p/sp/r/09/0957c1515241024217713bbfedfabdba/jakemorin.jpg"">",Unranked
Air Force,Unranked,Myles Barnes,5.2,Unranked,76,N/A,0,Saint Louis Park,MN,Unevaluated,2011,WR,Benilde St. Margaret's,,Unranked
Akron,Unranked,Darius Thomas,0,Unranked,75,275,0,Miame,FL,Unevaluated,2002,DT,Chabot JC,,Unranked
Akron,Unranked,Jermaine Reid,0,Unranked,76,250,0,Toronto,Ontario,Unevaluated,2002,DT,St Mary's Catholic,,Unranked
Akron,Unranked,Andy Wills,0,Unranked,76,280,0,Colombus,OH,Unevaluated,2002,OL,St Francis DeSales,,Unranked
Akron,Unranked,Jason Nedd,0,Unranked,70,190,0,Saint Hubert,Quebec,Unevaluated,2003,DB,Vanier Prep,,Unranked
Akron,Unranked,Cam Yeow,0,Unranked,73,230,0,Surrey,Columbia,Unevaluated,2003,LB,Butte JC,,Unranked
Akron,Unranked,Andrew Higgins,0,Unranked,75,200,0,Trotwood,OH,Unevaluated,2003,WR,Trotwood-Madison,,Unranked
Akron,Unranked,Jim Holley,0,Unranked,75,290,0,Gahanna,OH,Unevaluated,2003,OL,Columbus DeSales H.S.,,Unranked
Akron,Unranked,Jabari Arthur,0,Unranked,76,210,0,Montreal,Quebec,Unevaluated,2003,QB,Vanier Prep,,Unranked
Akron,Unranked,Dennis Basch,0,Unranked,76,220,0,Walton Hills,OH,Unevaluated,2003,TE,Walsh Jesuit,,Unranked
Akron,Unranked,Greg Brown,0,Unranked,76,290,0,Centerville,OH,Unevaluated,2003,DT,Centerville,,Unranked
Akron,Unranked,Doug Fife,4.9,Unranked,77,240,0,McMurry,PA,Unevaluated,2004,TE,Peters Twp,,Unranked
Akron,Unranked,C.J. Gruber,0,Unranked,77,310,0,Steelton,PA,Unevaluated,2004,OL,Mercersburg Academy,,Unranked
Akron,Unranked,Jermaine Lindsey,5,Unranked,71,150,4.5,Forestville,MD,Unevaluated,2005,ATH,,,Unranked
Akron,Unranked,Michael Alphonse,4.9,Unranked,72,233,0,Miramar,FL,Unevaluated,2005,LB,Miami Norland,,Unranked
Akron,Unranked,Chris Kemme,4.9,Unranked,78,260,0,Upper Arlington,OH,Unevaluated,2005,OL,Upper Arlington,,Unranked
Akron,Unranked,Dantley Cline,5.1,Unranked,73,268,5.19,East Point,GA,Unevaluated,2006,DT,Tri Cities,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/DANTEYCLINENIKE1150.JPG"">",Unranked
Akron,Unranked,Amin Kabir,5.2,Unranked,73,184,4.4,Warrensville Heights,OH,Unevaluated,2006,DB,Warrensville Heights,,Unranked
Akron,Unranked,Tevlin Petit-Frer,5.2,Unranked,75,188,4.93,North Miami,FL,Unevaluated,2006,DE,North,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/TEVLINPETITFRERENIKE150.JPG"">",Unranked
Akron,Unranked,Mike Ward,4.9,Unranked,75,285,0,Washington,Columbia,Unevaluated,2006,OL,St. John's College High,,Unranked
Akron,Unranked,Jerome Royal,5.2,Unranked,74,180,4.49,Cleveland Heights,OH,Unevaluated,2007,WR,Cleveland Heights,,Unranked
Akron,Unranked,Dan Ronsman,5.1,Unranked,75,250,0,Lindenhurst,IL,Unevaluated,2007,OL,Lakes Community,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/DANRONSMANJD150.JPG"">",Unranked
Akron,Unranked,Marvase Byrd,5.2,Unranked,69,179,4.56,McKeesport,PA,Unevaluated,2008,DB,McKeesport,"<img src=""http://l.yimg.com/a/p/sp/r/3e/3e6628da86df18695ae3512438dcc00b/marvasebyrd.jpg"">",Unranked
Akron,Unranked,Norman Shuford,5.2,Unranked,69,165,4.4,Farmington Hills,MI,Unevaluated,2008,RB,Harrison,"<img src=""http://l.yimg.com/a/p/sp/r/b9/b9b51608f3efd29d865875169c9adee9/normanshuford.jpg"">",Unranked
Akron,Unranked,Troy Gilmer,5,Unranked,73,203,4.5,Huber Heights,OH,Unevaluated,2008,RB,Wayne High School,"<img src=""http://l.yimg.com/a/p/sp/r/eb/eb477132e4029115b72bf75216586616/troygilmer.jpg"">",Unranked
Akron,Unranked,Hassan Hazime,5.5,Unranked,77,235,4.5,Pickering,Ontario,Unevaluated,2008,DE,Pickering,,Unranked
Akron,Unranked,Diamond Weaver,5.5,Unranked,70,185,4.4,San Rosa,CA,Unevaluated,2009,DB,Santa Rosa J.C.,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DIAMONDWEAVER5_14150.JPG"">",Unranked
Akron,Unranked,Anthony Meriwether,5.2,Unranked,74,185,0,Midpark,OH,Unevaluated,2009,WR,Midpark,,Unranked
Akron,Unranked,Josh Couch,5,Unranked,75,220,0,Carlisle,OH,Unevaluated,2009,K,Carlisle,,Unranked
Akron,Unranked,Jake Brandt,5.5,Unranked,78,255,4.9,Bexley,OH,Unevaluated,2009,OL,Bexley,"<img src=""http://l.yimg.com/a/p/sp/r/92/9261eab16c88b49ca7174e2103649b5a/jakebrandt.jpg"">",79
Akron,48,Erick Howard,5.5,Unranked,70,210,4.5,North Canton,OH,Unevaluated,2010,RB,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ERICKHOWARD12_2150.JPG"">",Unranked
Akron,Unranked,Giorgio Bowers,5.5,Unranked,69,192,4.59,Rich Central,IL,Unevaluated,2010,RB,Rich Central,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/GIORGIOBOWERS6_9150.JPG"">",Unranked
Akron,Unranked,Zach D'Orazio,5.2,Unranked,73,185,4.52,Cuyahoga Heights,OH,Unevaluated,2010,QB,Cuyahoga Heights,,Unranked
Akron,Unranked,Anthony Ritossa,5.3,Unranked,77,220,4.9,Kirtland,OH,Unevaluated,2010,TE,Kirtland,,Unranked
Akron,Unranked,John Clay Jr.,5.3,Unranked,75,330,0,East St,IL,Unevaluated,2011,OL,East St. Louis,,Unranked
Akron,Unranked,Jatavis Brown,5.2,Unranked,73,185,0,Belle Glades,FL,Unevaluated,2012,LB,Glades Central,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JATAVIOUS-BROWN-(200)_150_12_14.JPG"">",Unranked
Alabama,8,Matt Caddell,0,Unranked,72,180,4.4,McCalla,AL,Unevaluated,2003,WR,McAdory,"<img src=""http://l.yimg.com/a/p/sp/r/48/481cb61a08ca8ee1a26aca523a3c2d3e/mattcaddell.jpg"">",19
Alabama,10,Dominic Lee,0,Unranked,74,295,4.9,Huffman,AL,Unevaluated,2003,DT,Huffman,"<img src=""http://l.yimg.com/a/p/sp/r/c0/c04fe936851bc667310983f52a3aa1d2/dominiclee.jpg"">",24
Alabama,Unranked,Curtis Dawson,5.5,Unranked,73,255,4.75,Hoover,AL,Unevaluated,2004,DT,,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CEDDAWSON150.JPG"">",36
Alabama,Unranked,John Parker Wilson,5.5,Unranked,73,180,4.7,Hoover,AL,Unevaluated,2004,QB,Hoover HS,,Unranked
Alabama,Unranked,Jerami Holifield,5.5,Unranked,77,248,4.8,Hoover,AL,Unevaluated,2004,DE,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JERAMIHOLIFIELD8150.JPG"">",27
Alabama,Unranked,John Parker Wilson,0,Unranked,74,210,4.7,Hoover,AL,Unevaluated,2005,QB,,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOHNPARKERWILSON150.JPG"">",Unranked
Alabama,14,Cory Reamer,5.5,Unranked,75,200,4.7,Hoover,AL,Unevaluated,2005,LB,,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CORYREAMER1150.JPG"">",59
Alabama,25,Charlie Higgenbotham,5.5,Unranked,73,223,4.68,Mountain Brook,AL,Unevaluated,2006,LB,Mountain Brook,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CHARLIEHIGGENBOTHAM2_28150.JPG"">",38
Alabama,Unranked,Jake Jones,5.5,Unranked,73,177,4.48,Mountian Brook,AL,Unevaluated,2006,DB,Mountain Brook,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JAKEJONES2_28150.JPG"">",Unranked
Alabama,Unranked,Charlie Kirschman,5.5,Unranked,75,225,4.69,Ponte Vedra,FL,Unevaluated,2006,LB,Nease,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CHARLIEKIRSCHMAN7_21150.JPG"">",45
Alabama,5,David Ross,5.8,Unranked,76,295,5.3,Homewood,AL,Unevaluated,2006,OL,Homewood,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DAVIDROSS10_5150.JPG"">",2
Alabama,9,Taylor Pharr,5.8,Unranked,78,268,4.93,Irondale,AL,Unevaluated,2006,OL,Shades Valley,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TAYLORPHARR5_2A150.JPG"">",11
Alabama,12,Josh Chapman,5.7,Unranked,73,280,4.9,Hoover,AL,Unevaluated,2007,DT,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOSHCHAPMAN1_22150.JPG"">",32
Alabama,13,Patrick Crump,5.7,Unranked,75,285,5,Hoover,AL,Unevaluated,2007,OL,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/PATRICKCRUMP1_26150.JPG"">",20
Alabama,Unranked,Jeremy Elder,5.4,Unranked,75,270,4.9,College Park,GA,Unevaluated,2007,DE,North Clayton,"<img src=""http://vmedia.rivals.com/IMAGES/Camper/PHOTO/JEREMYELDERNIKE1150.JPG"">",Unranked
Alabama,Unranked,Kerry Murphy,6,56,77,315,5.1,Hoover,AL,Unevaluated,2007,DT,Hoover,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KERRYMURPHY3_14150.JPG"">",4
Alabama,2,Burton Scott,6.1,28,71,194,4.4,Prichard,AL,Unevaluated,2008,ATH,Vigor,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BURTONSCOTT11_21150.JPG"">",3
